college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Seacom Skills University,,,West bengal,India,,,,,,82000,80000,7.5,8.4,8.9,7.4,6.4,6.7,7.3,,Seacom Skills University ,West bengal,"82,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,Orissa,India,,,,,,225500,160500,8.4,8.3,7.8,9.1,7.9,8.2,8.9,,National Institute of Technology ,Orissa,"2,25,500","1,60,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Orissa,India,,,,,,228676,233884,7.8,8.1,8.0,7.8,8.0,7.8,7.2,,Indian Institute of Technology ,Orissa,"2,28,676","2,33,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Institute of Technical Education and Research,,,Orissa,India,,,,,,250000,150000,8.2,8.4,8.2,8.6,7.4,8.3,8.0,,Institute of Technical Education and Research ,Orissa,"2,50,000","1,50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"C. V. Raman Global University, Bhubaneswar",,,Orissa,India,,,,,,119000,97000,7.6,7.9,7.5,8.2,7.0,7.5,7.6,95,"C. V. Raman Global University, Bhubaneswar ",Orissa,"1,19,000","97,000",16.5,30.0,1741.0,13.65,248.0,5.37,2.0,0.46,31.6,15.0,10.72,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Veer Surendra Sai University of Technology,,,Orissa,India,,,,,,91280,91140,7.9,8.2,7.9,7.4,7.7,7.7,8.4,,Veer Surendra Sai University of Technology ,Orissa,"91,280","91,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Biju Patnaik University of Technology,,,Orissa,India,,,,,,,,6.2,6.1,6.4,6.8,6.7,4.8,6.1,,Biju Patnaik University of Technology ,Orissa,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Centurion University of Technology and Management,,,Orissa,India,,,,,,100000,40000,8.1,8.3,8.5,8.4,7.6,7.4,8.5,,Centurion University of Technology and Management ,Orissa,"1,00,000","40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
International Institute of Information Technology,,,Orissa,India,,,,,,201100,176150,7.7,8.0,7.6,7.8,6.9,7.7,8.2,,International Institute of Information Technology ,Orissa,"2,01,100","1,76,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal",,,Orissa,India,,,,,,34500,34500,7.8,8.0,7.9,7.7,8.3,6.7,8.4,,"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,"34,500","34,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Silicon Institute of Technology,,,Orissa,India,,,,,,600000,270000,7.7,8.5,8.1,7.3,7.0,7.7,7.5,,Silicon Institute of Technology ,Orissa,"6,00,000","2,70,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Silicon Institute of Technology,,,Orissa,India,,,,,,380000,,7.7,8.3,7.9,8.8,7.4,6.6,7.4,,Silicon Institute of Technology ,Orissa,"3,80,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Xavier University,,,Orissa,India,,,,,,308000,217000,8.2,8.7,8.4,9.2,7.8,6.8,8.4,,Xavier University ,Orissa,"3,08,000","2,17,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bhubaneswar Engineering College,,,Orissa,India,,,,,,252000,,7.5,7.2,7.7,7.7,7.5,7.3,7.8,,Bhubaneswar Engineering College ,Orissa,"2,52,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
College of Engineering,,,Orissa,India,,,,,,292000,160000,6.7,7.5,7.0,6.9,5.9,6.0,6.7,,College of Engineering ,Orissa,"2,92,000","1,60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Science and Technology,,,Orissa,India,,,,,,121500,80000,7.9,8.2,8.1,8.1,7.1,7.8,7.9,,National Institute of Science and Technology ,Orissa,"1,21,500","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
College of Engineering and Technology,,,Orissa,India,,,,,,235000,122000,7.7,8.0,7.6,7.1,7.6,7.9,8.1,,College of Engineering and Technology ,Orissa,"2,35,000","1,22,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Gandhi Institute for Technology,,,Orissa,India,,,,,,81000,41500,7.4,7.9,7.7,7.8,6.4,6.6,7.7,,Gandhi Institute for Technology ,Orissa,"81,000","41,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Orissa Engineering College,,,Orissa,India,,,,,,86500,,7.5,7.6,7.4,7.7,7.0,7.3,7.8,,Orissa Engineering College ,Orissa,"86,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Parala Maharaja Engineering College,,,Orissa,India,,,,,,33400,33400,7.3,7.7,7.6,7.6,7.5,5.7,7.7,,Parala Maharaja Engineering College ,Orissa,"33,400","33,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT],,,Orissa,India,,,,,,,,7.0,6.3,7.8,7.3,5.3,7.3,7.7,,"CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT], ",Orissa,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
GITA Autonomous College,,,Orissa,India,,,,,,108000,91300,8.7,9.0,8.9,8.8,8.3,8.3,8.6,,GITA Autonomous College ,Orissa,"1,08,000","91,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Seemanta Engineering College, Mayurbhanj",,,Orissa,India,,,,,,220000,120000,8.0,8.2,8.6,8.6,8.0,7.0,7.7,,"Seemanta Engineering College, Mayurbhanj ",Orissa,"2,20,000","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Trident Academy of Technology, Bhubaneswar",,,Orissa,India,,,,,,108300,72000,8.0,8.3,8.3,8.1,7.5,7.9,7.9,,"Trident Academy of Technology, Bhubaneswar ",Orissa,"1,08,300","72,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government College of Engineering, Kendujhar",,,Orissa,India,,,,,,140000,,7.0,7.8,7.4,6.9,7.6,5.1,7.3,,"Government College of Engineering, Kendujhar ",Orissa,"1,40,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
CIPET: Centre for Skilling and Technical Support,,,Orissa,India,,,,,,32680,76210,6.7,7.0,6.4,7.7,6.1,6.9,6.1,,CIPET: Centre for Skilling and Technical Support ,Orissa,"32,680","76,210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Vignan Institute of Technology And Management, Berhampur",,,Orissa,India,,,,,,58000,,7.7,8.7,8.4,7.6,7.9,5.9,7.6,,"Vignan Institute of Technology And Management, Berhampur ",Orissa,"58,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Krupajal Engineering College,,,Orissa,India,,,,,,72000,79000,6.3,6.6,6.5,6.9,6.3,4.9,6.5,,Krupajal Engineering College ,Orissa,"72,000","79,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Uttarakhand,India,,,,,,221700,23250,8.4,8.5,7.9,9.0,7.6,8.6,8.9,,Indian Institute of Technology ,Uttarakhand,"2,21,700","23,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Graphic Era University, School of Engineering and",,,Uttarakhand,India,,,,,,236400,121000,8.2,8.3,8.0,8.6,7.7,8.8,8.0,,"Graphic Era University, School of Engineering and ",Uttarakhand,"2,36,400","1,21,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"College of Technology, GB Pant University of",,,Uttarakhand,India,,,,,,65344,46244,7.0,7.1,6.9,7.3,6.7,6.0,7.7,,"College of Technology, GB Pant University of ",Uttarakhand,"65,344","46,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
University of Petroleum and Energy Studies,,,Uttarakhand,India,,,,,,1604500,557250,8.1,8.1,7.9,8.6,7.8,7.7,8.2,,University of Petroleum and Energy Studies ,Uttarakhand,"16,04,500","5,57,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Doon University, Dehradun",,,Uttarakhand,India,,,,,,34750,,7.2,7.3,7.3,7.9,7.0,6.3,7.6,,"Doon University, Dehradun ",Uttarakhand,"34,750",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
DIT University,,,Uttarakhand,India,,,,,,200000,120000,7.8,7.9,7.6,8.4,7.6,7.4,8.0,,DIT University ,Uttarakhand,"2,00,000","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Graphic Era University,,,Uttarakhand,India,,,,,,323400,92900,8.3,8.2,8.4,8.6,7.9,8.1,8.4,52,Graphic Era University ,Uttarakhand,"3,23,400","92,900",12.75,28.39,15.53,11.97,21.55,21.64,11.0,1414.0,20.07,14.26,10.95,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Graphic Era Hill University,,,Uttarakhand,India,,,,,,275600,79600,8.1,7.9,8.1,8.4,7.8,7.7,8.4,,Graphic Era Hill University ,Uttarakhand,"2,75,600","79,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"ICFAI University, Dehradun",,,Uttarakhand,India,,,,,,156000,140000,7.8,8.2,8.2,7.4,7.5,7.3,7.9,,"ICFAI University, Dehradun ",Uttarakhand,"1,56,000","1,40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"MotherHood University, Roorkee",,,Uttarakhand,India,,,,,,71650,,8.0,8.3,7.6,8.0,7.9,8.0,8.3,,"MotherHood University, Roorkee ",Uttarakhand,"71,650",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Himgiri Zee University,,,Uttarakhand,India,,,,,,90000,80000,7.9,8.5,9.0,8.0,5.5,7.7,8.8,,Himgiri Zee University ,Uttarakhand,"90,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Swami Rama Himalayan University,,,Uttarakhand,India,,,,,,212250,84000,7.0,7.1,6.9,7.4,6.6,7.1,6.7,,Swami Rama Himalayan University ,Uttarakhand,"2,12,250","84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Tula's Institute, Dehradun",,,Uttarakhand,India,,,,,,112500,91500,7.8,8.0,7.7,8.5,7.2,7.4,8.2,,"Tula's Institute, Dehradun ",Uttarakhand,"1,12,500","91,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
THDC Institute of Hydro Power Engineering and,,,Uttarakhand,India,,,,,,73500,,6.9,6.8,7.4,7.8,6.4,5.6,7.2,,THDC Institute of Hydro Power Engineering and ,Uttarakhand,"73,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
College of Engineering,,,Uttarakhand,India,,,,,,136150,119150,8.3,8.4,8.1,8.7,8.1,7.5,8.8,,College of Engineering ,Uttarakhand,"1,36,150","1,19,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Shivalik College of Engineering,,,Uttarakhand,India,,,,,,101400,46400,7.2,7.1,7.3,7.2,7.1,7.1,7.3,,Shivalik College of Engineering ,Uttarakhand,"1,01,400","46,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Women Institute of Technology,,,Uttarakhand,India,,,,,,75500,,7.9,9.0,9.0,7.2,7.4,6.7,8.3,,Women Institute of Technology ,Uttarakhand,"75,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Aeronautical Engineering,,,Uttarakhand,India,,,,,,300000,300000,8.3,7.5,8.5,9.0,8.5,8.0,8.0,,Indian Institute of Aeronautical Engineering ,Uttarakhand,"3,00,000","3,00,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indira Gandhi National Forest Academy,,,Uttarakhand,India,,,,,,184500,,8.7,9.0,8.0,9.0,9.0,9.0,8.0,,Indira Gandhi National Forest Academy ,Uttarakhand,"1,84,500",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
